FP ID,Firm Name,Job Location,Job Title,Job Description,Practice Areas,Specialty,MinYrs,MaxYrs,Status,Closed Date
1000138149,Weil Gotshal & Manges LLP,District of Columbia,Paralegal,"Weil seeks the best and brightest talent to join our Administrative Staff team. Our employees are the future of Weil so we invest in their training and development. Our environment embraces and encourages positive-minded professionals who seek to be challenged and acquire knowledge and skills in an atmosphere built on teamwork. Highly skilled and knowledgeable Administrative Staff assist our attorneys in successfully meeting and exceeding client needs and are vital to the overall success of the Firm. Job Description The Antitrust Practice Group Paralegal plays a vital role in our firm by collaborating closely with our attorneys and offering crucial support in connection with global M&A transactions and antitrust litigations on behalf of our antitrust clients. Specifically, this position will require involvement in all aspects of the global merger review process for large M&A transactions, including working with U.S. and international legal teams to provide guidance to clients on navigating the merger review process, assisting with the preparation of antitrust/regulatory filings, and helping to respond to regulator requests and/or engage in applicable legal proceedings. Primary Responsibilities and/or Essential Functions: Case Management Organize, update, and maintain client records relating to revenues, assets, subsidiaries/holdings, past transactions, and other corporate/financial information in an organized and easily accessible manner. Daily interaction with U.S. and international antitrust lawyers to provide relevant client information and data. Prepare, proof, and comply exhibits relating to U.S. HSR and global antitrust/merger control filings in order to obtain regulatory clearance for global M&A transactions. Perform regular audits to ensure client records and related data are up-to-date and organized. Review emails across multiple matters and proactively determine relevant follow ups or action items. Actively participate in both internal and external calls/meetings and subsequently deliver clear and concise notes summarizing the key discussion points and action items. Manage calendar and prepare agendas for team/client calls and other action items, as well as tracking when client materials need to be updated. Monitor and summarize news and press reports for updates and developments impacting clients. Understand and apply current information, technology, resources, methods and procedures necessary to perform assigned work. Provide support to other departments that depend on materials for both U.S. and global filings. Communicate clearly and concisely in written / verbal communications. Proactively communicates to facilitate workflow, teamwork and efficiency. Perform other tasks as assigned. Knowledge, Skills & Abilities A minimum of 2 years of paralegal experience. Highly motivated, proactive, and detail-oriented individual who will be readily available to provide assistance as needed. Ability to multi-task across a number of different matters and requests occurring in parallel. Manages and synthesizes a large volume of corporate/financial data and information. Analyzes problems, develops effective solutions and understands implications of proposed solutions. Makes appropriate and timely decisions. Proficiency/advanced ability with Word, Excel, PowerPoint, Outlook, Adobe, SharePoint, OneNote, Pacer Pro and Relativity. Produces high quality work; is efficient, accurate and has good attention to detail; consistently strives to improve performance; seeks opportunities to develop professionally and expand job knowledge. Displays high level of personal integrity. Works effectively with co-workers as part of the team to accomplish tasks. Flexible and open-minded, willing to share and exchange ideas/suggestions. Education/Certifications: Bachelor’s degree from an accredited 4-year college or university with strong academic record. Estimated salary range is $70,000-$80,000. Compensation decisions within the range are dependent on the facts and circumstances of each case including but not limited to the individual’s skills, experience, and qualifications. Weil, Gotshal & Manges LLP offers a competitive compensation package comprised of base pay and discretionary year-end bonus for eligible employees. Benefits include, but are not limited to medical, dental, vision, disability coverage, life insurance, flexible spending plan and a 401K plan. Weil also offers generous paid time off and holidays. All decisions affecting employment at Weil, Gotshal & Manges LLP are made on the basis of qualification, performance and other pertinent work-related factors, and without discrimination against any person on the basis of race, color, sex, age, religion, national origin, disability, marital status, sexual orientation, gender identity or expression, pregnancy, veteran’s status, genetic information or any other legally protected status.",Antitrust,,2,,Open,
1000138122,Baker Donelson,"Birmingham, Alabama; Atlanta, Georgia; Arlington, Virginia; Houston, Texas; Memphis, Tennessee; Nashville, Tennessee; Orlando, Florida; Baltimore, Maryland; South Carolina; Ft. Lauderdale, Florida; Mississippi; New Orleans, Louisiana; Tallahassee, Florida; District of Columbia; Raleigh, North Carolina; Dallas, Texas; Charlotte, North Carolina; North, New Jersey; South, New Jersey",Business Transactional Tax Attorney Any Office Location (#808),"The law firm of Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C. seeks a shareholder or counsel-level Business Transactional Tax attorney to join its thriving Business Department. The ideal candidate should have at least 10 years of relevant corporate and transactional tax experience and serve as a trusted advisor for internal and external firm clients. For consideration, please click here.

KEY RESPONSIBILITIES:

 	* Assist clients in structuring their financial transactions to optimize tax outcomes and ensure compliance with applicable tax laws and regulations.
 	* Provide guidance on the tax aspects of various matters including M&A, financing, private equity structures, capital markets transactions, and other business reorganizations.
 	* Negotiate and draft transactional documentation and agreements as well as prepare and issue tax opinions.
 	* Develop and maintain strong client relationships, serving as a trusted advisor.
 	* Collaborate with attorneys across practice groups and offices on complex tax matters.
 	* Serve as a mentor and leader to junior attorneys within the tax practice.

QUALIFICATIONS:

 	* Minimum of 10 years of experience in transactional tax matters with a proven ability to manage complex, tax-driven corporate transactions.
 	* Extensive knowledge of federal, state, and local tax laws.
 	* Strong understanding of partnership, corporate, and international tax issues.
 	* Expertise in specific areas like private equity, cross-border transactions, or real estate tax preferred.
 	* LL.M in Tax preferred.
 	* Admission to practice in the state where the attorney will be based.
 	* Strong communication, relationship-building and client service skills.

This position may be based at any office location within the Firm’s footprint. We will only contact those candidates who are selected for an interview.
",,M&A,8,,Open,
1000138116,Kirkland & Ellis LLP,"New York City, New York",Litigation Associate Judicial Clerk,"Kirkland’s New York office is accepting applications from law clerks for litigation associate positions to start in 2025 and 2026. Clerks with a record of outstanding academic achievement and a desire to assume early responsibility will be considered. Law review, moot court, and other indicators of intellectual curiosity, teamwork, and drive are viewed favorably. Any applicant of interest will be contacted directly to schedule an interview. Please submit your resume and law school transcript. Kirkland & Ellis LLP offers a competitive salary structure, as well as a robust offering of benefits to all of its attorneys. Compensation is based upon the roles and responsibilities of the position and the experience and education of the applicant, and is aligned with internal pay equity within Kirkland & Ellis LLP itself. The hiring salary range for this position is between $215,000 and $250,000. These figures are not representative of the full compensation range for this position.",Litigation,,1,,Open,
1000138056,Michael Best & Friedrich LLP,"Austin, Texas; Denver, Colorado; Milwaukee, Wisconsin; Chicago, Illinois; Madison, Wisconsin; Salt Lake City, Utah; District of Columbia; Boulder, Colorado; Raleigh, North Carolina; Winston Salem, North Carolina; Charlotte, North Carolina; Los Angeles, California; Nebraska",Mid-level Benefits Associate,"Job Description: The Position Michael Best & Friedrich LLP is seeking a Mid-level Associate Attorney to join our best-in-class Employee Benefits and Executive Compensation group in any of our offices. The candidate should have at least three to five years of benefits experience in private practice. We are looking for someone with experience with qualified retirement plans, health & welfare plans, and executive & deferred compensation arrangements. Supporting benefits and compensation in M&A, ERISA litigation and withdrawal liability experience is a plus. Applicants must be detail oriented and possess excellent writing, oral advocacy, communication, and legal analysis skills. The associate should like to work in a team-oriented, collaborative environment. Michael Best’s Employee Benefits and Executive Compensation group is regarded as one of the most sophisticated, full-service benefits practices, serving clients nationally and around the globe. Our group handles the complete spectrum of benefit and compensation issues and has advised on cutting edge benefits developments that have impacted national policy. Our clients include some of the most recognizable and iconic brands in the world. The Company This is an opportunity to work with the Best. We are Michael Best & Friedrich, LLP. We are a full-service law firm with more than 350 lawyers and technical professionals who work in collaborative, interdisciplinary practices to serve clients around the world. We work with companies in all kinds of industries, as well as trade associations, nonprofits, educational institutions, governments, family trusts, and high-net-worth individuals. Since our firm’s founding in 1848, we’ve continuously evolved to meet our clients’ changing needs and expectations. One thing remains the same: For generations, clients have relied on Michael Best for exceptional legal service and business acumen. The Location We have offices in Wisconsin (Milwaukee, Madison, Manitowoc, Waukesha); Illinois (Chicago); Utah (Salt Lake City); Colorado (Denver, Broomfield); Texas (Austin); North Carolina (Charlotte, Raleigh, Wilmington); California (Los Angeles); Nebraska (Lincoln) and Washington D.C. Our contemporary offices spaces are ideal for concentration and collaboration supporting our culture of working together to make great things happen for our clients. This position is located in any of our offices. Job Requirements: Bring Your Best Knowledge Base & Education: J.D. from an ABA accredited law school Excellent academic credentials At least three years of employment benefits experience in private practice Adaptability: Ability to learn and embrace new skills and best practices as the position evolves and Firm needs change Ability to work well under pressure and meet tight deadlines Ability to work well independently as well as effectively within a team Collaboration: Ability to develop relationships and foster teamwork at all levels of the Firm Communication: Excellent interpersonal skills and ability to work effectively with a diverse group of internal and external clients, attorneys, and staff Excellent oral and written communication skills Ability to manage confidential information and sensitive situations with tact and discretion Problem Solving Skills: Ability and confidence to identify and analyze issues, make decisions, and initiate actions/solutions Agility to respond to unexpected challenges, including proactively developing innovative solutions to complex problems while maintaining a professional demeanor Professionalism: Ability to maintain composure and demonstrate good judgment Valid authorization to work in the U.S. Why You Should Apply At Michael Best, we are proud to offer a comprehensive and competitive Total Rewards package that provides a variety of resources designed to enhance its employees’ overall well-being, both at work and at home. Competitive base pay, outstanding benefits, opportunities for learning and growth, programs designed to help you plan for the future, and perks that inspire your downtime are all part of our total compensation package. Learning and Growth Challenging and Dynamic Role Career Development Planning Professional Growth Opportunities Performance Management and Coaching Specialized Training Programs Mentorship Program Bar Exam/Bar Review Course Reimbursement Health & Wellness Medical Dental Vision Care Health Savings Accounts Flexible Spending Accounts Wellness Program Employee and Family Assistance Program Total Compensation Competitive Base Pay Outstanding Benefits Unlimited PTO Plus 10 Paid Holidays Performance Recognition ABA, State and Local Bar Membership Fee Reimbursement Planning for the Future 401(k) with Company Contribution Short Term Disability Plan Long Term Disability Plan Life Insurance Critical Illness Insurance Parental/Family Leave Culture and Workplace Respected Organization with Collaborative Culture Growing Firm with an Exciting Future Flexible Remote Work Policy (Ability to work remote up to 2.5 days per week) Contemporary Work Environment Positive and Respectful Work Climate To be considered for this position, please submit an application via our online portal. Recruitment Agencies: Michael Best is not accepting unsolicited agency resumes for this position. Please do not forward resumes to our careers email address or any Firm employees. Michael Best is not responsible for any fees related to unsolicited resumes. Michael Best & Friedrich LLP, Michael Best Strategies LLC, and Michael Best Consulting LLC (collectively known as ""Michael Best"") are steadfastly committed to providing equal employment opportunity and maintaining a workplace for employees and applicants for employment that is free from discrimination based upon age, race, religion, color, disability, marital status, sex (including pregnancy), national origin, ancestry, ethnicity, sexual orientation, gender identity or expression, genetic information, veteran or military status, or any other status protected by applicable federal, state, or local law. If, because of a medical condition or disability, you need a reasonable accommodation for any part of the application process, please contact our Recruiting team at 414.225.4999 or careers@michaelbest.com to let us know the nature of your request and your contact information. For Colorado applicants only (as required by the Colorado Equal Pay Act): The annual compensation range for this position in our Denver office is between $200,000 and $245,000. Compensation is determined based on qualifications and experience. Associates are eligible to participate in Michael Best’s associate bonus program, subject to the program’s conditions and restrictions. This position is considered full-time and is therefore eligible to participate in employer-sponsored benefits, including medical, dental, vision, as well as elective/voluntary life, disability, and accident coverage. All full-time employees are eligible to participate in the firm’s 401k plan. For District of Columbia applicants only (as required by the Wage Transparency Omnibus Amendment Act of 2023): The annual compensation range for this position in our DC office is between $200,000 and $245,000. Compensation is determined based on qualifications and experience. Associates are eligible to participate in Michael Best’s associate bonus program, subject to the program’s conditions and restrictions. This position is considered full-time and is therefore eligible to participate in employer-sponsored benefits, including medical, dental, vision, as well as elective/voluntary life, disability, and accident coverage. All full-time employees are eligible to participate in the firm’s 401k plan. For Illinois applicants only (as required by the Illinois Equal Pay Act): The annual compensation range for this position in our Chicago office is between $200,000 and $245,000. Compensation is determined based on qualifications and experience. Associates are eligible to participate in Michael Best’s associate bonus program, subject to the program’s conditions and restrictions. This position is considered full-time and is therefore eligible to participate in employer-sponsored benefits, including medical, dental, vision, as well as elective/voluntary life, disability, and accident coverage. All full-time employees are eligible to participate in the firm’s 401k plan. For California applicants only (as required by the California Equal Pay Act): The annual compensation range for this position in our Los Angeles office is between $200,000 and $245,000. Compensation is determined based on qualifications and experience. Associates are eligible to participate in Michael Best’s associate bonus program, subject to the program’s conditions and restrictions. This position is considered full-time and is therefore eligible to participate in employer-sponsored benefits, including medical, dental, vision, as well as elective/voluntary life, disability, and accident coverage. All full-time employees are eligible to participate in the firm’s 401k plan.",ERISA,"Employee Benefits, Exec Comp, M&A",3,6,Open,
1000138049,Baker Donelson,"Birmingham, Alabama; Atlanta, Georgia; Baton Rouge, Louisiana; Arlington, Virginia; Houston, Texas; Memphis, Tennessee; Nashville, Tennessee; Orlando, Florida; Baltimore, Maryland; South Carolina; Ft. Lauderdale, Florida; Mississippi; Knoxville, Tennessee; New Orleans, Louisiana; Tallahassee, Florida; District of Columbia; Raleigh, North Carolina; Dallas, Texas; Charlotte, North Carolina; North, New Jersey; South, New Jersey",Traditional Labor Shareholder Any Office Location,"The law firm of Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C. seeks a shareholder-level attorney with significant experience in traditional labor law to join our nationally-recognized Labor & Employment practice. This is a unique opportunity to develop and lead the Firm’s traditional labor capabilities across industries and our geographic footprint. The ideal candidate is a seasoned practitioner with deep management-side labor experience, looking to build and grow a practice within a collaborative and entrepreneurial firm culture.

KEY RESPONSIBILITIES:

 	* Advise employers on all aspects of traditional labor law, including union avoidance, union organizing, collective bargaining, grievance arbitration, labor strategy, and NLRB matters.
 	* Represent clients before the National Labor Relations Board and in labor arbitrations and negotiations.
 	* Manage and grow a strong book of business while fostering new client relationships.
 	* Collaborate with attorneys across practice groups and offices on complex labor and employment matters.
 	* Serve as a mentor and leader to junior attorneys within the labor & employment practice.

QUALIFICATIONS:

 	* Minimum of 10 years of experience in traditional labor law, with a demonstrated track record of success representing employers.
 	* Admission to practice in the state where the attorney will be based.
 	* Self-sustaining portable book of business required.
 	* Experience leading labor strategy and negotiations strongly preferred.
 	* Strong communication, relationship-building and client service skills.

This position may be based at any office location within the Firm’s footprint. We will only contact those candidates who are selected for an interview.
",Labor & Employment,"NLRB, Counseling, Litigation",8,,Open,
1000138018,Mayer Brown LLP,"New York City, New York; Chicago, Illinois; District of Columbia; Houston, Texas; Los Angeles, California; San Francisco, California; Silicon Valley, California",NY Projects & Infrastructure Associate," Job Description: 

Mayer Brown’s market-leading US Projects & Infrastructure team is seeking to hire two junior to mid-level associates with 2 to 6 years of experience. Ideal candidates should have strong law school academic credentials together with relevant and sophisticated law firm experience in project finance or project development, with a particular focus on renewable energy and power transactions or transportation and social infrastructure transactions.

We welcome candidates who would be based in either our Chicago, DC, New York, Houston, Los Angeles or Northern California offices. Our team is very collaborative and works across our offices.

We offer comprehensive benefits, including medical/dental/vision/life/and AD&D insurance, 401(k) savings plan, back-up childcare and eldercare, as well as opportunities for professional development and growth.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

 Job Requirements: 

JD 2019 - 2023
 ",Energy,"Infrastructure, Project Finance, Project Development, Renewables, Transactional",2,6,Open,
1000138017,Mayer Brown LLP,"Chicago, Illinois; District of Columbia; New York City, New York; Houston, Texas; Los Angeles, California; San Francisco, California; Silicon Valley, California",CHI - Projects & Infrastructure Associate," Job Description: 

Mayer Brown’s market-leading US Projects & Infrastructure team is seeking to hire two junior to mid-level associates with 2 to 6 years of experience. Ideal candidates should have strong law school academic credentials together with relevant and sophisticated law firm experience in project finance or project development, with a particular focus on renewable energy and power transactions or transportation and social infrastructure transactions.

We welcome candidates who would be based in either our Chicago, DC, New York, Houston, Los Angeles or Northern California offices. Our team is very collaborative and works across our offices.

The salary for this position is $235,000 to $390,000, although the actual salary could be lower or higher if the candidate’s skills and experience level are different from those specified above. We offer comprehensive benefits, including medical/dental/vision/life/and AD&D insurance, 401(k) savings plan, back-up childcare and eldercare, as well as opportunities for professional development and growth.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

 Job Requirements: 

JD 2019 - 2023
 ",Energy,"Infrastructure, Project Finance, Project Development",2,6,Open,
1000138016,Mayer Brown LLP,"District of Columbia; Chicago, Illinois; New York City, New York; Houston, Texas; Los Angeles, California; Silicon Valley, California; San Francisco, California",WDC - Projects & Infrastructure," Job Description: 

Mayer Brown’s market-leading US Projects & Infrastructure team is seeking to hire two junior to mid-level associates with 2 to 6 years of experience. Ideal candidates should have strong law school academic credentials together with relevant and sophisticated law firm experience in project finance or project development, with a particular focus on renewable energy and power transactions or transportation and social infrastructure transactions.

We welcome candidates who would be based in either our Chicago, DC, New York, Houston, Los Angeles or Northern California offices. Our team is very collaborative and works across our offices.

We offer comprehensive benefits, including medical/dental/vision/life/and AD&D insurance, 401(k) savings plan, back-up childcare and eldercare, as well as opportunities for professional development and growth.

The salary for this position is $235,000 to $390,000, although the actual salary could be lower or higher if the candidate’s skills and experience level are different from those specified above. We offer comprehensive benefits, including medical/dental/vision/life/and AD&D insurance, 401(k) savings plan, back-up childcare and eldercare, as well as opportunities for professional development and growth.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

 Job Requirements: 

JD 2019 - 2023
 ",Energy,"Infrastructure, Project Development, Project Finance",2,6,Open,
1000137971,Jones Day,"New York City, New York; Chicago, Illinois; District of Columbia; Atlanta, Georgia; Dallas, Texas; Cleveland, Ohio; San Francisco, California; Orange County, California; Los Angeles, California",Real Estate Finance Associate,"Jones Day is seeking an ambitious mid-level associate to join its national Real Estate Finance team. Qualified candidates should have 3 - 8 years of law firm experience working on sophisticated real estate lending transactions. Exposure to balance sheet bank lending work preferred, but not required. Additionally, candidates should have excellent drafting and negotiations skills, superior academic background and a desire for teamwork, significant responsibility and client interaction. To be considered, please provide a cover letter, resume, and law school transcript. The Real Estate Finance practice is closely integrated across the U.S., and accordingly candidates will be considered who can work from one of the following office locations: New York, DC, Chicago, Atlanta, Dallas, Cleveland, San Francisco, Los Angeles or Irvine.[Note new job link; job reposted]","Real Estate, Banking","Finance, Lending, Real Estate",3,8,Open,
1000137959,K&L Gates,"Los Angeles, California; Orange County, California; San Francisco, California; Silicon Valley, California; Wilmington, Delaware; District of Columbia; Miami, Florida; Chicago, Illinois; Boston, Massachusetts; Kansas City, Missouri; North, New Jersey; New York City, New York; Charlotte, North Carolina; Raleigh, North Carolina; Portland, Oregon; Pittsburgh, Pennsylvania; South Carolina; Nashville, Tennessee; Austin, Texas; Dallas, Texas; Houston, Texas; Seattle, Washington",Practice Support Lawyer,"Job Description At K&L Gates, we are looking for smart, imaginative and hard-working people with diverse backgrounds, experiences and ideas to join us. Perhaps our search for talented visionaries and your search for important and impactful work lead to the same place. Position Summary The Practice Support Lawyer (PSL) is responsible for creating, maintaining and updating the knowledge and practice innovation assets and services for their assigned practice areas, as required by the relevant Practice Area Leader partners, Director of Practice Operations and Director of Practice Innovation (Director). Reporting to the Director, the PSL will provide support to their assigned practice areas and designated firmwide projects across a range of knowledge management (KM), innovation, generative AI, precedents, client growth, professional development and practice support initiatives. Essential Duties Practice Support Lawyers’ focus will vary depending on the needs of their practice areas. Core duties include: Develop, review and manage precedent and intellectual property for the practice area, which includes assisting practice lawyers and PSLs to organize and facilitate knowledge, precedents, and innovation forums and projects Apply, contribute to, and promote the development of a firmwide KM process to drive consistency, currency and excellence in precedents and knowledge assets and systems within (and across) the practice(s) Build close working relationships with partners, lawyers and allied professionals in the relevant practice areas; maintain a good understanding of the legal services provided by the practice areas and its clients/industries; be proactive in finding opportunities to increase efficiency through process improvement or the application of legal technology (including generative AI); and ensure knowledge, innovation and precedents services meet practice area needs Ensure compliance with firm policies, protocols and standards relevant to KM, data governance, and generative AI use, and that applicable policies and protocols are communicated in a clear and timely way Keep abreast of legal technology available at the firm to drive productivity, and help identify opportunities to apply solutions. Work with lawyers in the practice area to help identify use cases for AI or generative AI applications, agentic AI solutions, and automated workflow, including helping define, test, iterate and embed such solutions, both for the practice area and (where appropriate) client-facing solutions As required, provide support for document and workflow automation and collaboration projects including design, analysis, mapping, testing and training Collaborate with IT developers, data scientists, adoption and change management resources to help drive development and adoption of innovative practice solutions Drafting and editing precedents, guidance notes, checklists, client growth pitches and RFPs, training materials and presentations, legal updates and any other communications Use visual communication of legal advice and provide consultation to practice areas on visual standards, where appropriate Answer client growth and knowledge/innovation related enquiries from partners, lawyers and allied professionals, including Client Growth team members responding to client pitches and RFPs, and assist with the review and editing of pitch related materials for client proposals Communicate with the assigned practice areas on developments with KM resources, available legal technology solutions, and successful use cases Keep up to date with legal developments in relevant practice area and help advance practice innovation and professional development to reflect those advancements Assist with developing and delivering training on legal and practical knowledge and innovation topics Additional duties - may also include: Provide assistance to the Directors and other PSLs on compliance tasks as required by the Office of General Counsel, which may include researching, advising and training on global and national policies and professional practice standards Assist with facilitation of legal design sprints and hackathons and applying design thinking to legal problems Proactively identify, communicate, develop and implement new ways to improve KM and innovation services to K&L Gates, and promote opportunities for collaboration and innovation in delivering client services Participate in and contribute to (when requested) relevant global projects (multi regional or multi practice group) Participate in practice area meetings, Practice Innovation team meetings, PSL meetings and any relevant project meetings Record time if required on approved matters and projects Attend regular CLE/CPD sessions to maintain practicing certificate Maintain internal and external networks. Experience and Skills Required Qualified lawyer with at least 5+ years post admission experience - must have a valid practicing certificate for relevant jurisdiction Must have previously worked as a lawyer in private practice, specializing in Intellectual Property, and have maintained up to date legal knowledge in relevant practice area Knowledge Management, process improvement and change management experience or qualifications preferred (or willingness to develop skills in these areas) Excellent drafting skills and a demonstrated understanding of/commitment to plain language drafting and visual communication of legal advice Demonstrated experience with emerging legal technology, especially supporting/building/promoting AI and generative AI solutions, AI Agents, document and workflow automation, to assist the practice of law, is an advantage Ability to work independently with minimal supervision Excellent problem solving, time management and delegation skills; prepared to take on tasks delegated to you as needed Excellent communication (verbal and written) and influencing skills, including presentation, training and facilitation skills Good relationship building and interpersonal skills, able to work across multi-disciplinary teams to achieve collective outcomes; sensitive to global cultural and diversity issues Creative and collaborative approach to innovation; willingness to explore options for improvement; openness to productive change. Base Compensation $200,000 - $300,000 / year The compensation salary for this position will be determined during the interview process and will vary based on multiple factors, including but not limited to prior experience, relevant expertise, current business needs, and market factors. In accordance with the Los Angeles Fair Chance Ordinance, San Francisco Fair Chance Ordinance, and the California Fair Chance Act, qualified applicants for our Los Angeles and San Francisco offices with arrest and conviction records will be considered. ABOUT THE FIRM K&L Gates is a fully integrated global law firm with lawyers located across five continents in more than 40 offices. We have experienced dramatic growth in the past decade and now rank among the largest U.S. based law firms in the world. We take pride in constantly striving for innovation, imagination and an entrepreneurial spirit. We come up with big ideas and then roll up our sleeves to get the job done, guiding our clients through their most complex issues in a variety of industry sectors and across multiple regions of the world. The industry recognition the firm has garnered emanates from the foundation of a global community aligned on behalf of our clients. The people at K&L Gates are committed to working together to create a legacy for each other, the firm, our clients, and the communities in which we serve. We thrive in an inclusive and socially conscious environment that embraces diversity and takes a holistic approach to the career evolution of all our professionals. For more information or to view other job opportunities, please click here to go back to our careers page. Notice: We participate in E-Verify in certain Firm locations for purposes of verifying employment eligibility. It is unlawful in Massachusetts to require or administer a lie detector test as a condition of employment or continued employment. An employer who violates this law shall be subject to criminal penalties and civil liability. BENEFITS K&L Gates offers our personnel a comprehensive suite of benefits to help meet your needs now and in the future. Depending on your eligibility, options for full-time personnel include: Medical/Prescription Drug Coverage (including a Health Savings Account feature) Back-up Child/Elder Care and access to a caregiving concierge Dental Insurance Wellness Program Vision Insurance Pre-tax Commuting Benefits 401(k) Retirement Plan and Profit Sharing Business Travel Accident Insurance Short- and Long-term Disability Protection Pet Insurance Life Insurance (including Basic, Supplemental, Spouse, Child, and Accidental Death and Dismemberment) Health Advocacy Services Paid Time Off (25-30 days per year) Identity Protection/Restoration and Fraud Insurance Parental Leave (18 weeks of which 6 are paid; short-term disability may provide additional paid time off) Student loan refinancing options and access to a student loan concierge service Paid Holidays (12) Addiction Resources Family Building Benefits Breast Milk Delivery and Lactation Support Services Flexible Spending Accounts Employees also may be eligible to receive bonuses and certain expense reimbursements Employee Assistance Program Professional Development and CLE Credit Opportunities 529 Deductions Relocation Accident Insurance Employee Referral Program Critical Illness Insurance Hybrid/Remote Work Opportunities Hospital Indemnity Insurance Perks including: Technology, Entertainment, and Travel Discount Programs Bereavement Leave All other benefits (such as leaves of absence) required by law EQUAL EMPLOYMENT OPPORTUNITY The Firm is an equal opportunity employer. It is the policy of the Firm that employment decisions shall be based on merit, qualifications and competence. Employment practices will not be influenced or affected by virtue of a person’s race (including traits associated with race, including hair texture and protective hairstyles such as afros, braids, locks, and twists), religion, creed, color, national origin, ancestry, citizenship, physical disability, mental disability, medical condition, genetic information, marital status, sex, pregnancy, childbirth, breastfeeding, gender, parental status, gender identity, gender expression, sexual orientation, age, familial status, domestic violence victim status, military and veteran status, or any other characteristic protected by applicable federal, state, or local law. This policy governs all aspects of employment including, without limitation, recruiting, hiring, compensation, benefits, promotion, assignment, and dismissal. In addition, it is the Firm’s policy to provide an environment that is free of prohibited harassment of any kind including, without limitation, that which is based on sex, race, age, disability, ethnic background, or any other category protected by law (including the categories listed above). The Firm complies with federal and state disability laws and makes reasonable accommodations for applicants and employees with disabilities. If you require reasonable accommodation in completing this application, interviewing, or otherwise participating in the employee selection process, please contact askHR@klgates.com.",Corporate,M&A,5,,Open,
1000137931,Holland & Knight LLP,"New York City, New York",Real Estate Capital Markets Finance Associate," Job Description: 

Holland & Knight’s Real Estate Capital Markets practice is seeking a mid to senior-level associate to join its dynamic team. The ideal candidate will have experience representing clients in commercial real estate financing and investment matters, including representing lenders in the origination of mortgage loans and other types of structured debt, workouts of distressed commercial real estate loans, and other real estate transactions, such as purchases and sales of commercial property.

 Job Requirements: 

Excellent academic credentials are required and large regional, national, or international law firm experience is preferred. Holland & Knight possesses a collegial atmosphere and provides its professionals with a large platform with tangible opportunities for professional growth and advancement.

Apply through the portal and include your cover letter, resume, and transcript.

Job Requirements:

 	* 4-8 years of real estate finance experience. 
 	* Strong drafting, negotiation, and analytical skills.
 	* Excellent verbal and written communication skills.
 	* Strong academic credentials.

In accordance with the New York State Pay Transparency Law, New York City Human Rights Law, the Colorado Equal Pay Act, and the California Pay Transparency Law, the pay range for this position in New York State, New York City, Colorado, and California is $310,000 - $435,000max/yr. This range is specific to these locations and may not be applicable to other locations. An individual’s actual compensation will depend on the individual’s qualifications and experience.
 ","Real Estate, Banking","Finance, Debt Capital Markets, Real Estate",4,8,Open,
1000137830,Faegre Drinker Biddle & Reath LLP,District of Columbia,"Antitrust Associate - Washington, D.C."," Faegre Drinker is actively recruiting a highly qualified associate to join the Antitrust Team in our Business Litigation practice, resident in our Washington, DC office. This position offers the opportunity to represent national and international clients in all phases of federal and state antitrust matters, including DOJ/FTC investigations, civil and class action litigation, counseling, and review and clearance of M&A transactions. 

Successful candidates will have two to four years (law school class years 2021 to 2023) of government or law firm experience in antitrust (investigations/litigation, M&A/merger clearance, and/or counseling). Antitrust experience working with the Department of Justice (DOJ) or the Federal Trade Commission (FTC) is strongly preferred. Experience with HSR matters, state attorneys general, depositions, or oral argument is a plus. Excellent academic credentials as well as strong organization skills, attention to detail, writing and analytical skills are required, as is active membership in the Washington, DC bar. 

If you are looking for an opportunity with a growing, collaborative firm, please apply online and include a cover letter, resume, writing sample and law school transcript. Please contact Nadine Ott, Associate Recruiting Manager, with any questions at nadine.ott@faegredrinker.com.

The anticipated initial annual salary range for someone who is hired into this position in the Washington, D.C. office is $235,000 to $280,000. Compensation for this position in other offices will vary; the anticipated compensation range for other locations is available here.

Actual initial salary will be based on the relevant skills, training, experience, and other job-related factors, including the location of where the position is filled and consistent with applicable law. The initial salary range listed above is just one component of Faegre Drinker’s total compensation and benefits package for attorneys, which includes, but is not limited to, productivity and discretionary bonuses; life, health, accident and disability insurance; and a 401(k) plan. 

 ",Antitrust,"M&A, FTC, DOJ, Investigations, Litigation, Counseling",2,4,Open,
